1	196	242	3	881250949
2	186	302	3	891717742
3	22	377	1	878887116
4	244	51	2	880606923
5	166	346	1	886397596
6	298	474	4	884182806
7	115	265	2	881171488
8	253	465	5	891628467
9	305	451	3	886324817
10	6	86	3	883603013
11	62	257	2	879372434
12	286	1014	5	879781125
13	200	222	5	876042340
14	210	40	3	891035994
15	224	29	3	888104457
16	303	785	3	879485318
17	122	387	5	879270459
18	194	274	2	879539794
19	291	1042	4	874834944
20	234	1184	2	892079237
21	119	392	4	886176814
22	167	486	4	892738452
23	299	144	4	877881320
24	291	118	2	874833878
25	308	1	4	887736532
26	95	546	2	879196566
27	38	95	5	892430094
28	102	768	2	883748450
29	63	277	4	875747401
30	160	234	5	876861185
31	50	246	3	877052329
32	301	98	4	882075827
33	225	193	4	879539727
34	290	88	4	880731963
35	97	194	3	884238860
36	157	274	4	886890835
37	181	1081	1	878962623
38	278	603	5	891295330
39	276	796	1	874791932
40	7	32	4	891350932
41	10	16	4	877888877
42	284	304	4	885329322
43	201	979	2	884114233
44	276	564	3	874791805
45	287	327	5	875333916
46	246	201	5	884921594
47	242	1137	5	879741196
48	249	241	5	879641194
49	99	4	5	886519097
50	178	332	3	882823437
51	251	100	4	886271884
52	81	432	2	876535131
53	260	322	4	890618898
54	25	181	5	885853415
55	59	196	5	888205088
56	72	679	2	880037164
57	87	384	4	879877127
58	290	143	5	880474293
59	42	423	5	881107687
60	292	515	4	881103977
61	115	20	3	881171009
62	20	288	1	879667584
63	201	219	4	884112673
64	13	526	3	882141053
65	246	919	4	884920949
66	138	26	5	879024232
67	167	232	1	892738341
68	60	427	5	883326620
69	57	304	5	883698581
70	223	274	4	891550094
71	189	512	4	893277702
72	243	15	3	879987440
73	92	1049	1	890251826
74	246	416	3	884923047
75	194	165	4	879546723
76	241	690	2	887249482
77	178	248	4	882823954
78	254	1444	3	886475558
79	293	5	3	888906576
80	127	229	5	884364867
81	225	237	5	879539643
82	299	229	3	878192429
83	225	480	5	879540748
84	276	54	3	874791025
85	291	144	5	874835091
86	222	366	4	878183381
87	267	518	5	878971773
88	42	403	3	881108684
89	11	111	4	891903862
90	95	625	4	888954412
91	8	338	4	879361873
92	162	25	4	877635573
93	87	1016	4	879876194
94	279	154	5	875296291
95	145	275	2	885557505
96	119	1153	5	874781198
97	62	498	4	879373848
98	62	382	3	879375537
99	28	209	4	881961214
100	135	23	4	879857765
101	32	294	3	883709863
102	90	382	5	891383835
103	286	208	4	877531942
104	293	685	3	888905170
105	216	144	4	880234639
106	166	328	5	886397722
107	250	496	4	878090499
108	271	132	5	885848672
109	160	174	5	876860807
110	265	118	4	875320714
111	198	498	3	884207492
112	42	96	5	881107178
113	168	151	5	884288058
114	110	307	4	886987260
115	58	144	4	884304936
116	90	648	4	891384754
117	271	346	4	885844430
118	62	21	3	879373460
119	279	832	3	881375854
120	237	514	4	879376641
121	94	789	4	891720887
122	128	485	3	879966895
123	298	317	4	884182806
124	44	195	5	878347874
125	264	200	5	886122352
126	194	385	2	879524643
127	72	195	5	880037702
128	222	750	5	883815120
129	250	264	3	878089182
130	41	265	3	890687042
131	224	245	3	888082216
132	82	135	3	878769629
133	262	1147	4	879791710
134	293	471	3	888904884
135	216	658	3	880245029
136	250	140	3	878092059
137	59	23	5	888205300
138	286	379	5	877533771
139	244	815	4	880605185
140	7	479	4	891352010
141	174	368	1	886434402
142	87	274	4	879876734
143	194	1211	2	879551380
144	82	1134	2	884714402
145	13	836	2	882139746
146	13	272	4	884538403
147	244	756	2	880605157
148	305	427	5	886323090
149	95	787	2	888954930
150	43	14	2	883955745
151	299	955	4	889502823
152	57	419	3	883698454
153	84	405	3	883452363
154	269	504	4	891449922
155	299	111	3	877878184
156	194	466	4	879525876
157	160	135	4	876860807
158	99	268	3	885678247
159	10	486	4	877886846
160	259	117	4	874724988
161	85	427	3	879456350
162	303	919	4	879467295
163	213	273	5	878870987
164	121	514	3	891387947
165	90	98	5	891383204
166	49	559	2	888067405
167	42	794	3	881108425
168	155	323	2	879371261
169	68	117	4	876973939
170	172	177	4	875537965
171	19	4	4	885412840
172	268	231	4	875744136
173	5	2	3	875636053
174	305	117	2	886324028
175	44	294	4	883612356
176	43	137	4	875975656
177	279	1336	1	875298353
178	80	466	5	887401701
179	254	164	4	886472768
180	298	281	3	884183336
181	279	1240	1	892174404
182	66	298	4	883601324
183	18	443	3	880130193
184	268	1035	2	875542174
185	99	79	4	885680138
186	13	98	4	881515011
187	26	258	3	891347949
188	7	455	4	891353086
189	222	755	4	878183481
190	200	673	5	884128554
191	119	328	4	876923913
192	213	172	5	878955442
193	276	322	3	874786392
194	94	1217	3	891723086
195	130	379	4	875801662
196	38	328	4	892428688
197	160	719	3	876857977
198	293	1267	3	888906966
199	26	930	2	891385985
200	130	216	4	875216545
201	92	1079	3	886443455
202	256	452	4	882164999
203	1	61	4	878542420
204	72	48	4	880036718
205	56	755	3	892910207
206	13	360	4	882140926
207	15	405	2	879455957
208	92	77	3	875654637
209	207	476	2	884386343
210	292	174	5	881105481
211	232	483	5	888549622
212	251	748	2	886272175
213	224	26	3	888104153
214	181	220	4	878962392
215	259	255	4	874724710
216	305	471	4	886323648
217	52	280	3	882922806
218	161	202	5	891170769
219	148	408	5	877399018
220	125	235	2	892838559
221	97	228	5	884238860
222	58	1098	4	884304936
223	83	234	4	887665548
224	90	347	4	891383319
225	272	178	5	879455113
226	194	181	3	879521396
227	125	478	4	879454628
228	110	688	1	886987605
229	299	14	4	877877775
230	151	10	5	879524921
231	269	127	4	891446165
232	6	14	5	883599249
233	54	106	3	880937882
234	303	69	5	879467542
235	16	944	1	877727122
236	301	790	4	882078621
237	276	1091	3	874793035
238	305	214	2	886323068
239	194	1028	2	879541148
240	91	323	2	891438397
241	87	554	4	879875940
242	294	109	4	877819599
243	286	171	4	877531791
244	200	318	5	884128458
245	229	328	1	891632142
246	178	568	4	882826555
247	303	842	2	879484804
248	62	65	4	879374686
249	207	591	3	876018608
250	92	172	4	875653271
251	301	401	4	882078040
252	36	339	5	882157581
253	70	746	3	884150257
254	63	242	3	875747190
255	28	201	3	881961671
256	279	68	4	875307407
257	250	7	4	878089716
258	14	98	3	890881335
259	299	1018	3	889502324
260	194	54	3	879525876
261	303	815	3	879485532
262	119	237	5	874775038
263	295	218	5	879966498
264	268	930	2	875742942
265	268	2	2	875744173
266	66	258	4	883601089
267	233	202	5	879394264
268	83	623	4	880308578
269	214	334	3	891542540
270	192	476	2	881368243
271	100	344	4	891374868
272	268	145	1	875744501
273	301	56	4	882076587
274	307	89	5	879283786
275	234	141	3	892334609
276	83	576	4	880308755
277	181	264	2	878961624
278	297	133	4	875240090
279	38	153	5	892430369
280	7	382	4	891352093
281	264	813	4	886122952
282	181	872	1	878961814
283	201	146	1	884140579
284	85	507	4	879456199
285	269	367	3	891450023
286	59	468	3	888205855
287	286	143	4	889651549
288	193	96	1	889124507
289	113	595	5	875936424
290	292	11	5	881104093
291	130	1014	3	876250718
292	275	98	4	875155140
293	189	520	5	893265380
294	219	82	1	889452455
295	218	209	5	877488546
296	123	427	3	879873020
297	119	222	5	874775311
298	158	177	4	880134407
299	222	118	4	877563802
300	302	322	2	879436875
301	279	501	3	875308843
302	301	79	5	882076403
303	181	3	2	878963441
304	201	695	1	884140115
305	13	198	3	881515193
306	1	189	3	888732928
307	145	237	5	875270570
308	23	385	4	874786462
309	201	767	4	884114505
310	296	705	5	884197193
311	42	546	3	881105817
312	33	872	3	891964230
313	301	554	3	882078830
314	16	64	5	877720297
315	95	135	3	879197562
316	154	357	4	879138713
317	77	484	5	884733766
318	296	508	5	884196584
319	302	303	2	879436785
320	244	673	3	880606667
321	222	77	4	878183616
322	13	215	5	882140588
323	16	705	5	877722736
324	270	452	4	876956264
325	145	15	2	875270655
326	187	64	5	879465631
327	200	304	5	876041644
328	170	749	5	887646170
329	101	829	3	877136138
330	184	218	3	889909840
331	128	204	4	879967478
332	181	1295	1	878961781
333	184	153	3	889911285
334	1	33	4	878542699
335	1	160	4	875072547
336	184	321	5	889906967
337	54	595	3	880937813
338	94	343	4	891725009
339	128	508	4	879967767
340	23	323	2	874784266
341	301	227	3	882077222
342	301	191	3	882075672
343	112	903	1	892440172
344	82	183	3	878769848
345	222	724	3	878181976
346	218	430	3	877488316
347	308	1197	4	887739521
348	303	134	5	879467959
349	133	751	3	890588547
350	215	212	2	891435680
351	69	256	5	882126156
352	254	662	4	887347350
353	276	2	4	874792436
354	104	984	1	888442575
355	63	1067	3	875747514
356	267	410	4	878970785
357	13	56	5	881515011
358	240	879	3	885775745
359	286	237	2	875806800
360	294	271	5	889241426
361	90	1086	4	891384424
362	18	26	4	880129731
363	92	229	3	875656201
364	308	649	4	887739292
365	144	89	3	888105691
366	191	302	4	891560253
367	59	951	3	888206409
368	200	96	5	884129409
369	16	197	5	877726146
370	61	678	3	892302309
371	271	199	4	885848448
372	271	709	3	885849325
373	142	169	5	888640356
374	275	597	3	876197678
375	222	151	3	878182109
376	87	40	3	879876917
377	207	258	4	877879172
378	272	1393	2	879454663
379	177	333	4	880130397
380	207	1115	2	879664906
381	299	577	3	889503806
382	271	378	4	885849447
383	305	425	4	886324486
384	49	959	2	888068912
385	94	1224	3	891722802
386	130	1017	3	874953895
387	10	175	3	877888677
388	203	321	3	880433418
389	191	286	4	891560842
390	43	323	3	875975110
391	21	558	5	874951695
392	197	96	5	891409839
393	13	344	2	888073635
394	194	66	3	879527264
395	234	206	4	892334543
396	308	402	4	887740700
397	308	640	4	887737036
398	269	522	5	891447773
399	94	265	4	891721889
400	268	62	3	875310824
401	272	12	5	879455254
402	121	291	3	891390477
403	296	20	5	884196921
404	134	286	3	891732334
405	180	462	5	877544218
406	234	612	3	892079140
407	104	117	2	888465972
408	38	758	1	892434626
409	269	845	1	891456255
410	7	163	4	891353444
411	234	1451	3	892078343
412	275	405	2	876197645
413	52	250	3	882922661
414	102	823	3	888801465
415	13	186	4	890704999
416	178	731	4	882827532
417	236	71	3	890116671
418	256	781	5	882165296
419	263	176	5	891299752
420	244	186	3	880605697
421	279	1181	4	875314001
422	43	815	4	883956189
423	83	78	2	880309089
424	151	197	5	879528710
425	254	436	2	886474216
426	109	631	3	880579371
427	297	716	3	875239422
428	249	188	4	879641067
429	144	699	4	888106106
430	301	604	4	882075994
431	64	392	3	889737542
432	92	501	2	875653665
433	222	97	4	878181739
434	268	436	3	875310745
435	293	135	5	888905550
436	213	173	5	878955442
437	160	460	2	876861185
438	13	498	4	882139901
439	59	715	5	888205921
440	5	17	4	875636198
441	125	163	5	879454956
442	174	315	5	886432749
443	114	505	3	881260203
444	213	515	4	878870518
445	23	196	2	874786926
446	128	15	4	879968827
447	239	56	4	889179478
448	181	279	1	878962955
449	291	80	4	875086354
450	250	238	4	878089963
451	201	649	3	884114275
452	60	60	5	883327734
453	181	325	2	878961814
454	119	407	3	887038665
455	287	1	5	875334088
456	216	228	3	880245642
457	216	531	4	880233810
458	203	471	4	880434463
459	92	587	3	875660408
460	13	892	3	882774224
461	213	176	4	878956338
462	286	288	5	875806672
463	117	1047	2	881009697
464	99	111	1	885678886
465	11	558	3	891904214
466	65	47	2	879216672
467	295	194	4	879517412
468	269	217	2	891451610
469	85	259	2	881705026
470	250	596	5	878089921
471	137	144	5	881433689
472	201	960	2	884112077
473	257	137	4	882049932
474	111	328	4	891679939
475	91	480	4	891438875
476	215	211	4	891436202
477	181	938	1	878961586
478	189	1060	5	893264301
479	1	20	4	887431883
480	303	404	4	879468375
481	299	305	3	879737314
482	187	210	4	879465242
483	222	278	2	877563913
484	214	568	4	892668197
485	293	770	3	888906655
486	285	191	4	890595859
487	303	252	3	879544791
488	96	156	4	884402860
489	72	1110	3	880037334
490	115	1067	4	881171009
491	7	430	3	891352178
492	116	350	3	886977926
493	73	480	4	888625753
494	269	246	5	891457067
495	263	419	5	891299514
496	70	431	3	884150257
497	221	475	4	875244204
498	72	182	5	880036515
499	25	357	4	885852757
500	290	50	5	880473582
501	189	526	4	893266205
502	299	303	3	877618584
503	264	294	3	886121516
504	200	365	5	884129962
505	187	135	4	879465653
506	184	187	4	889909024
507	63	289	2	875746985
508	13	229	4	882397650
509	298	486	3	884183063
510	235	185	4	889655435
511	62	712	4	879376178
512	246	94	2	884923505
513	54	742	5	880934806
514	63	762	3	875747688
515	11	732	3	891904596
516	92	168	4	875653723
517	8	550	3	879362356
518	307	174	4	879283480
519	303	200	4	879468459
520	256	849	2	882164603
521	72	54	3	880036854
522	164	406	2	889402389
523	117	150	4	880125101
524	224	77	4	888103872
525	193	869	3	889127811
526	94	184	2	891720862
